Startup Success,Funding Amount,Number of Founders,Market Size,Product Stage,Number of Employees,Marketing Spend,Number of Users,User Growth Rate,Revenue,Number of Competitors,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99,Feature_100
0.0,402362.4728716628,5,44101076.822443925,4,22,22445.891753188967,6664.669467618276,5.166338865950656,11114.059244975606,2,10,13.563521220294213,9,45.17452360427954,2,28.7730805097456,10,38.00943358532895,8,19.894446435235807,4,26.686352864259593,2,36.118255786999896,8,26.957861965217912,2,18.52544346797316,5,31.391931334311863,6,28.742365555973347,6,22.256576836547143,1,17.790895304435125,4,15.750501447295598,8,17.861608562660194,6,38.247974975177364,10,31.49735940790173,3,30.473849445788943,10,31.93292915865695,4,31.164364609199072,7,25.20118737760591,4,40.295586431082114,1,24.42178123212595,3,32.47453585204291,5,40.267986451365196,8,39.53977749454055,6,31.12188585975636,6,47.22484470964828,2,25.635132442501543,9,31.190944827535876,7,38.87625855009941,10,29.776325949102898,3,34.93825985349625,3,29.744336537583344,10,38.15848373082582,4,27.8939652504491,5,30.409727517994774,4,28.722326247287924,5,26.98781435979266,8,28.071946375487773,7,27.177341614127954,1,22.677052936617294,10,31.884091038690954,7,20.20661256287697,7,36.201937302880076
1.0,1316026.8190150403,5,121174570.59767757,4,41,57853.45603010283,44587.0090503776,9.84249422751072,32835.024228561335,1,2,52.13596574564316,6,46.06028681648626,5,30.571902581130505,6,49.80739243926635,5,54.383235853740246,9,49.30188550867322,1,56.93810094886242,9,34.92044618854253,5,63.87902098033684,6,52.649594993492535,7,60.5999742950462,3,39.30503595280128,10,46.56072853298254,2,32.82126951394749,3,52.122519398042265,6,32.034969533542935,7,50.35847118454243,3,40.489784362883775,8,46.83868420395778,2,46.68158107849775,5,50.20547657443055,5,49.87895184992984,2,43.454777652476956,6,61.44780375734861,4,46.114083167746344,2,52.561730340907715,4,65.27309260194984,9,36.47559413999064,5,51.31470664350325,5,44.200769553397556,8,64.61290750252633,2,38.97479346425176,5,48.614708751574874,9,49.81870907667495,10,44.42718961725999,6,52.610101511683155,6,52.913804057759236,6,44.20948388354634,1,49.10956039848071,2,51.181999389453445,6,46.49310190379476,10,50.333357071056874,9,50.569803271322364,5,53.83924996727201,6,57.70957129007308
1.0,976029.8161268802,3,96543965.25207071,3,35,46733.862193387875,30231.784310524094,12.611165431621046,44781.694585118516,5,3,37.906755322215865,8,52.95300350734904,10,35.65823531128771,9,42.706581410369374,8,50.00457556296006,7,54.88333843778157,1,62.20007762164957,6,55.08504512165345,10,65.35337413050487,8,40.62672372271609,3,54.09263249316941,3,50.23407582940699,2,69.39085986106826,10,63.49323779538641,9,34.51609855059257,5,60.305521782781696,7,29.38462439075954,6,58.81198234213333,5,26.228420940708837,10,53.45850585846932,2,53.153326354897786,8,61.97826327828782,8,50.68707059193985,5,53.53733539681482,5,42.45293840376225,5,46.700212494237405,2,44.59284373581646,9,47.7031909891442,1,46.991485557261115,8,60.20566148978169,10,47.996447779304745,4,44.02691950782753,8,50.35206645959394,3,62.37098705706477,7,46.95198144198897,6,46.73133096816103,6,56.039566539950364,8,47.664948354891465,1,49.75068050778967,2,34.14777237642731,2,44.869692157229736,4,50.81417772592902,4,44.567928840700866,1,70.36174771568643,5,54.75802271847756
0.0,477888.6904711498,2,34568817.720571294,4,26,21976.536263246653,8030.107749765935,5.854369320349422,12444.38836021359,3,1,45.679756345620135,10,33.327513057628956,10,28.93439125657966,8,29.129980783619033,9,27.333447274346277,7,39.87234885181258,4,29.402062308775378,10,22.568611381785686,7,35.67813558937703,7,36.75221373429969,9,32.29229265604753,10,33.26337868293901,9,16.85802883161972,6,14.186877303505609,8,36.71326091070678,1,27.414802063381337,5,23.36691801556666,2,29.96867061296184,4,25.771190948349975,10,32.2546982105688,4,14.500007402958499,8,24.027978697809992,3,34.81885983594893,6,24.537875929461258,9,37.30071273697288,2,23.431643874046014,1,30.662908603126805,7,43.57951433891742,4,31.141259860387766,10,38.66873590576241,2,25.07365760094127,10,24.083030112997918,2,23.095516917172624,5,27.384963822586933,3,23.448181057232244,5,23.25797191304312,4,26.34525566934738,4,25.031216437317322,10,25.196401155575188,7,20.112005853363264,5,36.12372651581361,1,30.548822880184545,1,17.77715303449277,5,38.48978810024864,9,35.31255294341195
0.0,415971.8569342871,4,51642947.653705694,2,12,20165.116535965168,9772.350455385047,6.862759686380282,10086.846817632822,7,1,17.178441399004615,3,31.42528543074557,5,23.59037182273662,1,39.89954470883229,4,34.32398254051331,10,46.05290603890198,8,18.74883780226504,3,34.72313788177344,2,33.517577316806566,7,34.94679372477706,2,30.61105297398339,10,26.18360224914106,1,29.229028234244517,5,39.162574797715564,4,35.219892823440574,5,19.364858319313022,4,24.9091823931932,4,27.095042321233247,7,34.46753931797173,4,26.324292727062915,10,26.879535466021,3,17.524726930502975,10,16.543410545801702,5,30.12377980034298,3,34.43503272903213,9,31.710086601522434,6,29.914767034680544,3,20.329100373278415,9,34.73103786962213,1,28.175625445973395,5,38.71615120242262,6,32.914231771296976,9,18.18578490396951,6,29.70628052824831,9,33.39002779443205,9,26.570635370654035,1,35.19851560510736,7,33.05708205254909,6,26.525408345951835,2,37.129558929626285,6,23.860942127765078,6,27.734551232946018,4,24.776910739588345,6,38.4605702687092,7,25.458881075057974
0.0,407716.9810273167,1,71962231.421528,2,15,26734.70622194498,10865.94585608727,4.370625788793545,7328.616956613848,1,2,23.6922769911095,10,35.58396511209315,6,18.42543291266725,9,22.065004252667812,4,53.572070795475504,7,24.472285342360983,10,23.205063948409546,8,29.48970378588591,10,29.691204851617577,9,25.68552533362453,7,36.73781707031865,2,33.892434165303726,10,23.740182637367727,10,31.475719545433357,3,42.937516689993984,1,49.07247799877655,4,22.594639858774375,5,31.754863531242588,6,37.5001111481044,8,38.6379142382368,4,30.1143831738724,5,36.3061344068912,9,34.707943440040964,8,18.67023021294235,9,41.832647669878575,1,45.40529782994378,6,24.786572963426902,4,29.4802794840095,1,37.844345257912146,3,36.916139179280194,8,40.23850309182077,10,28.29381543790134,9,16.999712317216606,9,33.761851403975896,1,23.162439671982455,3,27.52900953999911,2,32.15147578552664,8,33.695302748724956,1,45.53220011412998,5,27.878440962807293,2,36.849573502708665,4,33.34554144647678,9,25.789891107715277,1,34.89879745552898,8,24.080900432815
1.0,936304.2978699321,4,104579927.84918681,4,58,49162.16900110935,56185.563569779246,13.469525586247155,58454.06556782055,9,3,48.72003024786605,2,46.261522048417994,2,57.53901586585152,10,47.82901937673325,7,53.94121860474849,5,35.8638208657722,8,44.37923053061748,5,54.28282512823969,10,46.75026087501392,3,34.57094083569543,10,51.09530284100087,7,61.58861261760819,4,60.59426622782958,10,45.416810672318995,4,53.840442834360104,8,57.43306824851553,2,46.80427636627049,6,48.359316080807936,4,44.797494200195715,2,52.03892882414583,10,63.51800387614578,10,62.100372340670575,5,51.37852341905032,9,57.00845644651325,3,61.82698069715883,5,57.64204941870938,7,49.01154145296512,7,27.696715542255905,1,61.54341007756903,8,44.927465441467106,2,41.36434019340108,6,48.78529516611377,6,44.71823806601527,9,66.31724608941121,9,50.214900692592224,5,59.84083552259537,6,60.93910720527204,1,43.52114990689741,2,51.838466095515344,5,49.094714544271675,10,49.251518976530456,4,36.05045757410849,8,48.643431317703296,7,39.28649893227743,10,55.3367855184834
0.0,656810.479471821,1,49424822.46994537,4,16,19962.596016296266,8514.681668455243,6.338519508581272,10031.5695467213,2,9,28.617294637715823,4,34.38744442972655,5,27.704060290599312,2,26.089703588082102,5,28.485619258573784,1,32.25270315955342,9,12.840240294556224,2,32.5055259468642,2,32.226836760063655,10,34.52866612821842,4,42.4165203203417,1,30.83807520059073,2,31.190025188248402,3,35.2060185039858,2,40.85304219964277,1,21.704911408639017,4,21.885452316316194,10,25.268704641957875,2,32.44366006715579,8,26.421782239368103,3,39.04503269221617,10,26.016944538967266,9,16.684499961070966,2,27.13302214787945,8,32.485166224037876,10,25.854551911372685,7,30.874191929998783,2,35.172739575083995,5,34.45016007046056,1,31.808554376132495,9,20.387179506381052,9,28.68507704323246,3,24.330745980375436,10,35.532844068264694,6,30.694145222892914,5,24.587932371683422,7,36.609321069976055,7,30.577235040077465,4,24.995885371019682,3,27.58538510645394,4,25.602129637459058,7,37.514288788770415,1,32.34914545313387,5,42.023755291660166,6,27.77446605835601
0.0,447392.1967788041,1,60753434.01956898,3,23,21083.445487488367,8987.821417616224,4.103666667028004,9191.075424151793,8,8,26.153187864329688,9,38.172147064319006,1,37.504346369683034,1,42.44654513726149,10,29.014135670156058,5,16.95812844654437,2,28.31606370366655,1,20.664067386694434,6,32.803810256440414,8,27.892574291464662,9,24.930336372290313,1,26.643207818945903,5,16.992470727751243,2,36.37184952796631,6,46.699617913686765,8,37.471360798159346,7,30.686954840585894,9,40.55184754226252,10,30.993391663146973,5,30.277705740562457,5,39.10170170317779,2,33.23922371592023,1,23.36137005126219,9,27.951281051979443,6,27.350059110474806,4,24.465832460227062,8,20.601662396827262,3,28.097241748854863,1,41.012703518813055,1,23.36971636617033,2,35.25104218556047,5,17.281289972375763,8,20.899055947947545,5,38.943643790989285,2,45.407615676633455,4,43.19931962098801,10,30.79257380208056,3,29.432481150132748,5,25.774897391774086,1,36.04811507084197,5,29.750094061920088,7,30.29158826794181,5,30.30681535568634,10,29.851996542831387,1,30.671955152754048
1.0,1206984.1854161199,5,105963169.31981051,4,62,48167.54756790718,47832.68210843539,9.797184340556273,44130.41790023715,10,9,36.86727712747752,9,50.64611077389927,3,49.63375092942041,6,66.19322076323304,1,47.62870895458461,8,42.462355276541665,7,66.98083568251802,8,39.384990123653274,2,30.36853221977339,6,53.140356648928304,7,41.64354214785653,10,66.01175347404543,10,46.36298699336953,6,42.8403777637661,3,65.60085825487538,4,59.75246615004151,2,53.28277751203291,10,33.815499423849225,9,57.88012588998966,2,35.53275658369364,8,51.173573008059975,6,41.94562632253958,5,44.683795808604074,10,43.432169508487185,5,56.230829735619544,3,32.26326857545064,4,41.24161031834018,2,38.957063270835725,7,58.885220014216884,6,55.09368301136392,4,33.385124082655246,7,43.176873116893965,6,49.34640496609556,5,51.58772076685858,1,61.15018620606795,5,64.38709500445006,4,57.96607553696095,5,34.77934924788969,7,55.310179577915505,3,36.66174926105917,4,44.413441469925615,5,42.31411983387138,1,52.24721619179745,10,45.80057739645908,4,58.50533087861936
1.0,558378.6896652246,1,112773203.37286204,1,72,35580.89643888191,47407.78186995907,9.80399806643332,62938.17690814726,4,7,64.5881913585647,3,39.719774714098236,3,49.45958182719791,1,55.641169264001974,8,29.98910896057832,7,51.75362058169843,4,55.84881370756323,2,37.02652590058456,10,74.8894249820302,8,21.5308064911053,8,53.49236844589342,3,41.08490922336081,8,52.22803418560533,2,46.778549268098054,3,53.5551583772515,3,43.175192742012335,7,68.1528901925314,5,52.37707393924954,4,52.332547414172836,8,31.698355140334275,2,42.09929098988766,5,51.39850263279248,4,36.36461109464351,8,46.354670301233924,6,46.09417068586163,9,66.58870004402945,9,50.61368311763024,7,52.52492281695721,3,43.6051855370505,10,52.805527566950076,4,60.26298662048184,2,53.9259012699244,4,50.09522605285013,9,34.36179764626555,8,31.671241251200545,3,58.007396681237395,8,74.95732655841718,10,36.58446549740585,10,47.709758312032754,8,44.63239378717606,4,53.99219426773342,6,41.71284019671776,9,28.904182354308663,1,60.570203980249424,2,65.69390965959998
1.0,1072155.6849346857,1,121162366.501743,4,46,59459.295852703784,51243.84766907714,11.61972396974175,42245.17351315587,6,7,47.685819387950076,1,58.70896913917049,3,55.2862022221844,6,53.51170142761731,4,60.1312317786651,7,48.148712418733915,3,38.65482724658773,3,51.027496113080154,1,39.2590283112319,4,46.61738547065856,10,46.19441440064232,1,45.297327045928114,1,38.937697183463946,4,43.12183052816759,1,62.59037687705272,4,51.905646239580875,9,57.26850720949089,2,62.63768199734362,3,29.83615392323142,2,53.09651105090665,2,66.19422131118901,10,48.20947590669948,7,58.631688428820624,1,44.78660924278877,4,46.934028026765944,1,31.42095250386744,1,44.54776420920358,4,62.245272656387215,6,47.36717235632096,6,42.65218924557314,1,37.58044423428993,2,40.76683838629165,1,37.937260865383564,8,47.624070312149016,4,33.73580645931634,6,41.49698460418907,5,43.103251906523504,5,49.71654501303088,7,63.40072763864643,8,53.85175624418299,9,49.9721129660182,3,53.55520597663405,7,36.22818202548438,6,55.75675843639516,7,41.88949126245873
1.0,945959.3362644924,3,107352396.80419421,2,51,59531.76254329354,41717.06239651601,13.34252492060727,51248.67610195479,9,5,52.45528172056168,1,45.010724497417534,3,57.92095330362608,2,48.86725246721845,8,61.40767843453405,2,55.9435843579258,4,49.986490924106576,9,29.210815193206265,3,51.95963788581101,1,69.12629226098366,3,49.62506441480497,3,60.62254121768557,9,32.79419600766224,5,32.07620307143155,8,53.70123932341927,2,48.931324290893464,10,52.11437438459337,7,61.967942736760705,10,57.3765299105655,4,69.9572773411614,9,59.803937443506804,8,33.65406498777588,1,51.01963439933534,8,43.40292423346665,4,37.486151546403015,7,51.749688516661585,1,41.314361136771325,8,37.8775267666503,7,56.28709279025986,2,32.16320312227791,10,45.6795444389457,3,63.18367733040731,9,64.86820847399949,8,49.93049658155693,8,31.155657449815436,4,37.40236505836399,9,41.93587294368244,1,36.563828845449216,2,38.35522209675581,4,67.12273926265064,2,54.35288231455343,9,50.084337462795226,4,50.30795244246955,3,48.08017133726432,10,40.178449429776464
1.0,1189523.3875322817,4,102961788.39596552,1,45,57890.752013999096,51201.98558746055,10.502987339883983,42174.58713673555,7,7,55.58558153281572,4,47.334502449951145,8,60.02338923722019,7,59.73956693545921,2,46.71317562135909,1,48.31526015220798,4,54.05253248809417,1,56.49415231825504,1,68.34432976066736,3,54.77011466571145,6,57.443477446106264,9,42.57926550367737,7,51.505564304593,8,37.674647589577944,8,50.80717452120665,3,43.35005545844247,3,66.04915767655821,10,54.00506595390936,6,64.40903592705973,2,61.18004119347326,5,55.795039328166396,2,55.43099373343083,3,65.2584188569818,7,53.88603412072199,9,41.107207739767915,10,62.418320635084,1,56.52201478288656,3,32.954410705457676,9,63.07957017055247,1,58.08528792346997,1,49.77512493337669,1,68.03621330355318,8,61.540019546633886,6,66.30336599913426,7,52.57290697516045,10,46.15603338744416,6,53.601915367926,8,34.1335502981507,9,55.54775596504252,10,51.010663048540565,6,52.65316353280947,4,49.93891559159219,2,55.780130059130585,6,40.431257750326424,5,47.87256338828737
1.0,949975.4797850978,3,82378633.26677415,2,50,43707.793271526374,54508.123363317995,11.310156035261052,46860.478130841395,8,4,55.90688044844191,4,51.95306739851621,1,73.55068127337003,7,51.12991767577995,4,49.584063098731704,4,73.80877425029136,3,38.77019533276746,8,51.13080763072857,6,47.278594562229245,10,37.90015740711131,4,44.61319645452896,7,30.300394318136313,5,47.06200107567691,1,60.597547979317255,9,43.622498321396726,4,50.44089673301564,8,51.463007005948036,1,52.69729889574454,2,59.68522899270586,6,47.56898199427827,2,51.744758140363665,7,57.3783028813814,5,58.24305264068795,1,51.981669430165056,8,67.41169908980224,6,38.137631358772296,2,44.819024017920505,10,34.41140421381312,4,56.54768627870333,8,49.516707343014275,4,45.4883224947751,2,55.382046794530055,10,48.60980656745523,7,32.39338484520016,5,56.065755063116434,5,49.567747681037766,2,47.173801770776436,6,64.01468520084167,7,57.28316057127519,1,39.64725567416852,10,64.07272785458028,8,60.33869207464419,3,53.365229600046746,4,40.93444886881114,5,82.06177367850927
