Startup Success,Funding Amount,Number of Founders,Market Size,Product Stage,Number of Employees,Marketing Spend,Number of Users,User Growth Rate,Revenue,Number of Competitors,Tech Stack Diversity,Codebase Size (MB),Monthly Active Developers,Cloud Expenses,Third-party Integrations,Average User Session Duration (min),Bounce Rate (%),SEO Rank,Social Media Followers,Press Mentions,Patents Filed,Outsourced Tasks,Customer Support Tickets,App Store Rating,Play Store Rating,Web Traffic,Conversion Rate (%),Referral Partners,Customer Reviews,Feedback Loop Efficiency,Retention Rate (%),Churn Rate (%),Net Promoter Score,Sales Team Size,Product Updates Per Month,Bug Reports,Server Downtime (hours),E-commerce Cart Size ($),Subscription Renewal Rate (%),Affiliate Partnerships,Email Campaign Success Rate (%),Ad Click-Through Rate (%),Return on Ad Spend (%),Inventory Size,Supply Chain Efficiency,Operational Costs,Profit Margin (%),Debt Ratio (%),Liquidity Ratio,Gross Profit,Net Income,Total Liabilities,Total Assets,Employee Satisfaction Rate (%),Annual Employee Turnover,Training Hours Per Employee,Employee Benefits Rating,Remote Work Percentage (%),Office Space (sq. ft.),R&D Spend,Brand Recognition Score,Loyalty Program Members,Customer Lifetime Value ($),User Onboarding Time (days),Data Breach Incidents,GDPR Compliance Score,Industry Network Size,Event Sponsorships,Whitepaper Publications,Online Webinar Hostings,Product Return Rate (%),Warranty Claims,Safety Incidents,Legal Disputes,Regulatory Compliance Score,Environmental Impact Score,Corporate Social Responsibility Score,Diversity & Inclusion Score,Market Penetration Rate (%),Product Line Diversity,Expansion Rate (%),Franchisees,License Agreements,Merchandising Revenue,Collaborative Projects,Joint Ventures,Mergers & Acquisitions,Spin-off Projects,Venture Capital Relationships,Angel Investor Networks,Government Grants Received,Industry Awards,Product Recalls,Customer Complaints,Unresolved Issues,Quality Assurance Score,Product Reliability Score,Shipping Efficiency,Logistics Partners,Distribution Channels
0.0,402362.4728716628,5.0,44101076.822443925,4.0,22.0,22445.891753188967,6664.669467618276,5.166338865950656,11114.059244975606,2.0,6.0,34.1261102101627,6.0,27.15573040421692,7.0,31.32369689736796,6.0,28.158774214979523,,18.321820520702616,1.0,26.530104681155926,7.0,42.75878641258329,8.0,29.974402379061623,7.0,29.55362160830067,7.0,25.616462694938427,9.0,42.643225845982506,5.0,30.812137589695425,1.0,33.278322033814646,7.0,34.86387732212385,2.0,30.55635533742377,10.0,33.747316706407,10.0,32.746573456667655,,26.772295493256696,7.0,35.205495267405524,10.0,,7.0,36.467257767208935,10.0,20.44769532587069,8.0,29.360451174176205,,33.492872837761915,8.0,29.792337100588238,3.0,21.593354033762274,2.0,25.047029601514012,7.0,44.58185872899625,,30.904295544791026,1.0,31.648954555419596,8.0,25.86896657939758,4.0,44.01245656664117,5.0,20.838967024897315,8.0,25.056053772143823,5.0,28.622283850011918,6.0,40.27590260542631,9.0,32.373472912289174,1.0,28.44943347535084,9.0,25.03834162431027,9.0,31.132869829278146,8.0,33.37929868375114,4.0,24.533981229201114,6.0,22.54814365628198,2.0,40.04903959659242,5.0,21.013087423885818
1.0,1316026.8190150403,5.0,121174570.59767757,4.0,41.0,57853.45603010283,44587.0090503776,9.84249422751072,32835.024228561335,1.0,8.0,50.51723384766711,6.0,29.135995663696086,10.0,61.34538331008075,3.0,54.45570993912416,1.0,29.755305038330377,,41.18024859936019,8.0,54.89124361759935,4.0,39.701549627548005,6.0,32.0620411187426,3.0,45.98589459693232,6.0,65.90334898708927,8.0,69.04835253141691,2.0,51.30190038702875,5.0,58.194478915998445,7.0,,7.0,49.99354950007983,7.0,31.418055948648703,8.0,54.65466519466409,9.0,47.82474883633695,2.0,,10.0,49.69870666616697,2.0,36.01331403592249,6.0,29.414416622902863,5.0,43.06152330708297,5.0,47.532399133482976,5.0,50.321284467139954,10.0,43.729414722087625,10.0,30.878494412788893,1.0,42.95757525292788,6.0,67.3249738375674,5.0,36.465548340626626,6.0,56.90806448944639,9.0,53.970285178671766,10.0,49.08786097459578,8.0,,6.0,52.19727222912173,8.0,49.40127662249676,4.0,50.01636021048995,1.0,23.99647583488049,8.0,54.982893141624245,6.0,45.8594642073814,9.0,50.49566672221102,1.0,44.89690796819048,1.0,51.7727637531667,1.0,42.673859698080506
1.0,976029.8161268802,3.0,,3.0,35.0,46733.862193387875,30231.784310524094,12.611165431621046,44781.694585118516,5.0,9.0,47.293629317364555,4.0,57.328592825468384,6.0,68.54430900516641,10.0,42.09197033610553,9.0,64.14484441258253,3.0,52.10174525919179,4.0,37.651986136332155,5.0,41.013733244153734,8.0,43.48689300087123,5.0,29.31865708031852,5.0,43.75617540129683,10.0,49.510427574329064,2.0,48.80578584299129,2.0,63.692673054754366,7.0,44.906790115415255,2.0,49.96750864154077,1.0,43.742532004537466,9.0,41.759814306250775,1.0,46.06486424719996,1.0,60.82485467520637,2.0,51.32960473067785,5.0,49.04592779560769,2.0,32.25365736493134,7.0,41.0218330683187,8.0,52.711574665808854,2.0,58.76609440872963,7.0,59.7368285459445,10.0,57.90408847646142,,51.18526539872779,10.0,32.39350303645585,5.0,65.83232800755529,1.0,46.800629226329505,10.0,43.996180464336035,10.0,45.05256067435541,7.0,,3.0,66.41087802114079,4.0,49.1256163261839,5.0,45.28338151635215,5.0,61.6252413290144,,46.952745443418046,3.0,,9.0,54.44139385600861,10.0,51.483186099472505,10.0,,6.0,60.17744522550096
0.0,477888.6904711498,2.0,34568817.720571294,4.0,26.0,21976.536263246653,8030.107749765935,5.854369320349422,12444.38836021359,3.0,8.0,38.509632548731375,2.0,32.498113193225244,8.0,34.346450898224155,1.0,36.51982383627088,9.0,29.90026658383286,4.0,27.05949189942967,9.0,28.912431186511476,5.0,32.30264633786717,5.0,18.771621498283764,,35.08212935279571,10.0,21.430124882132816,6.0,23.442726578890966,,25.910758924596017,2.0,32.09290456093489,1.0,28.519997121935496,5.0,22.09604854218024,,34.231130660378454,9.0,23.232217651982754,3.0,36.59836997927156,,22.250040952563733,5.0,43.094627177658204,2.0,38.02642041310313,7.0,30.099909804587654,3.0,19.772216054144288,2.0,23.145659734032115,,25.868530796702018,6.0,41.13619326328503,8.0,11.652794415772469,10.0,35.05457899226535,6.0,36.778555894430994,7.0,29.146173792688888,7.0,34.98676222126152,8.0,34.20352939294527,2.0,30.79298853385636,2.0,25.800221909569483,8.0,38.64617633662538,4.0,47.7725920006971,7.0,36.24966468243712,2.0,22.207489212563516,9.0,26.791373154645576,7.0,23.14179866046057,1.0,35.36477866554106,5.0,34.06705087824683,9.0,33.22321501884774,3.0,26.06405635012567
0.0,415971.8569342871,,,2.0,12.0,,9772.350455385047,6.862759686380282,10086.846817632822,7.0,1.0,36.034776002625996,3.0,28.545430770794656,6.0,31.483796549549883,7.0,37.78782313975542,8.0,26.44615302813371,9.0,,7.0,37.24370939844978,5.0,33.016972949880255,10.0,41.42073609140158,8.0,20.125557094309418,10.0,46.10362610724159,7.0,30.080429545914807,1.0,30.900468609606115,4.0,35.0291555914341,7.0,26.857114398013938,6.0,21.701569728076336,5.0,33.313998629823615,1.0,39.345056826540656,7.0,42.00275681109258,10.0,29.548452042468835,1.0,43.24895671053198,5.0,22.33379481494541,1.0,32.43734633883346,1.0,26.091957243929635,5.0,35.26990921856146,4.0,29.714565092910746,4.0,25.948431908880245,6.0,43.53057675268505,2.0,37.192761367742676,9.0,39.88651129542502,1.0,26.580478072798623,7.0,35.83524187136918,6.0,22.81199766146721,10.0,30.845768139026557,6.0,23.230954194313053,6.0,23.338642941376666,3.0,39.55595204455882,7.0,18.293779735035436,2.0,26.42545428692653,6.0,26.48870185326097,5.0,33.31967725155991,9.0,33.691763758744244,6.0,,6.0,34.76148122329994,10.0,30.62486515789028
0.0,407716.9810273167,1.0,71962231.421528,2.0,15.0,26734.70622194498,10865.94585608727,4.370625788793545,7328.616956613848,1.0,3.0,31.04349608471319,6.0,29.65879131340827,10.0,21.498103503741163,5.0,21.338997682138103,4.0,17.23085084576032,8.0,25.696866279929328,2.0,,9.0,45.31886629336221,9.0,27.97890618529652,4.0,23.223894995880837,6.0,36.158321562691086,1.0,26.382121399820704,3.0,23.68702728904814,5.0,49.24305414333866,5.0,18.120390957104856,4.0,38.9081381553595,6.0,37.51454890079298,9.0,35.982160258294535,3.0,39.45430014735431,6.0,29.357410843399666,10.0,34.337603019172924,8.0,32.461401828484824,1.0,21.696215776393437,7.0,29.08173547788639,9.0,34.301126521240484,4.0,35.325434532599644,4.0,33.03175306833487,2.0,30.20237171486706,5.0,28.611847883872468,5.0,17.944241152941377,7.0,45.644204970583765,2.0,32.29541447142902,5.0,29.34555306532185,6.0,30.6881792530535,10.0,25.822882827326378,5.0,34.43493662573124,7.0,18.009896292365763,5.0,36.09190076374883,4.0,18.458307042702017,10.0,32.11406284636975,10.0,32.01216695636788,7.0,29.587974625693704,3.0,23.0130327873886,5.0,32.87333965978752,5.0,24.55778361854358
1.0,936304.2978699321,4.0,104579927.84918681,4.0,58.0,49162.16900110935,56185.563569779246,13.469525586247155,58454.06556782055,9.0,6.0,50.80295051368687,6.0,48.50194554158162,4.0,59.34801662695654,1.0,47.668647637331084,5.0,45.018391172241934,4.0,44.460830098458864,9.0,32.032167541231075,9.0,74.78846056933467,2.0,44.35955385868005,1.0,50.30787699645782,8.0,42.79091332918224,2.0,50.09295523577969,1.0,55.64631549163711,4.0,63.99018661555834,5.0,37.81926407002932,1.0,51.07950224920933,2.0,,,53.528454038864055,3.0,64.27362147742488,,58.79995845744081,10.0,62.38596603257656,6.0,57.004613948016996,6.0,49.82579167117118,3.0,75.93502369827398,9.0,,2.0,37.85528521145491,3.0,39.08000605732802,8.0,49.08138705236231,1.0,54.6454083525793,4.0,37.21282052737446,4.0,54.41919144926421,7.0,44.090268122376465,2.0,48.68083125503058,4.0,72.425897159919,10.0,46.21445107579787,6.0,65.73608149117737,6.0,35.11511702099695,6.0,50.03601759828078,6.0,48.57488631740262,5.0,,9.0,,2.0,67.82488702834983,9.0,55.01227803774225,2.0,33.07942953541448,10.0,56.402101008655215
0.0,656810.479471821,1.0,49424822.46994537,4.0,16.0,19962.596016296266,8514.681668455243,6.338519508581272,10031.5695467213,2.0,1.0,36.13182847641924,5.0,32.978757548872196,10.0,43.17261282848105,1.0,24.820724735762873,1.0,39.53359864193376,8.0,27.375411723860246,7.0,36.9703371293929,4.0,41.69447410828124,6.0,35.40953973630689,4.0,38.143972072951385,9.0,42.043076042743934,9.0,35.72301362940124,5.0,32.8525342848334,2.0,33.88096232991547,2.0,,1.0,17.64799738768467,9.0,34.704040299444635,4.0,37.98101264035702,3.0,35.890760186123885,5.0,37.25857591955341,7.0,24.06589665883056,1.0,38.54694900299723,6.0,26.489002594789522,7.0,33.177583551468246,2.0,28.049058371041244,3.0,36.75110435682717,5.0,20.25138646245629,4.0,28.440708849256094,10.0,25.509419910154648,6.0,30.309098017528257,6.0,30.848270344206224,2.0,26.444104797899946,10.0,32.73884194060319,8.0,19.841001685134888,5.0,36.62247097408593,8.0,33.16232148087381,2.0,35.824959396347055,3.0,35.24011727342666,3.0,18.427639539679546,7.0,30.301296507557606,7.0,37.358209870191445,10.0,,9.0,25.828707921263963,1.0,,6.0,12.317179346224886
0.0,447392.1967788041,1.0,60753434.01956898,3.0,23.0,21083.445487488367,8987.821417616224,4.103666667028004,9191.075424151793,8.0,8.0,13.06629091039062,6.0,35.7328450055422,7.0,21.442645422777098,6.0,26.50995226189206,4.0,18.348420144904402,1.0,30.090076714026836,5.0,23.937696099744368,1.0,23.977095819696245,10.0,42.80476983112301,8.0,23.15190514729402,10.0,21.75144537302851,7.0,37.03115317885098,4.0,30.600898587201502,4.0,40.47213688075301,,32.12510172819174,3.0,31.563440112636606,3.0,29.501154909084065,9.0,29.207179447815086,4.0,29.772991803390784,,29.975532391508278,5.0,22.468569107265942,10.0,22.051197066323656,1.0,29.763181783681638,6.0,33.663080896830515,7.0,16.805175461443,3.0,35.0383115224573,5.0,31.44198339469475,3.0,33.31478172224839,3.0,31.93702819668008,6.0,23.572124163598353,2.0,29.920710702278644,4.0,39.38860881751428,3.0,37.16637335624725,1.0,32.616735129921224,4.0,29.346011397907848,9.0,18.606976716557853,9.0,42.464815554722044,,26.786580248349853,10.0,33.438941370718574,6.0,22.434460265030243,,31.03201633095343,2.0,22.597456804129717,5.0,26.911395143961602,4.0,15.390075435216756,5.0,36.11321721796418
1.0,1206984.1854161199,5.0,105963169.31981051,4.0,62.0,48167.54756790718,47832.68210843539,9.797184340556273,44130.41790023715,10.0,6.0,35.704642135491184,6.0,,7.0,64.1474533796822,4.0,60.809869898038095,4.0,56.86460459030022,8.0,31.894261642022467,3.0,,8.0,43.404723253652016,7.0,25.736736038340933,9.0,66.13040630843578,10.0,48.2558246364251,7.0,66.10710166365455,3.0,41.307174160738214,5.0,46.06991954819975,,45.472128158660105,9.0,47.31972811406552,5.0,45.65709033812696,1.0,55.9129008622006,4.0,68.71599598783058,6.0,,5.0,53.0454617898567,7.0,62.97899873298212,8.0,43.02794358803029,9.0,50.87815448934856,2.0,36.85784506366673,8.0,47.80735865766666,9.0,61.16638507790254,2.0,39.38957261718758,7.0,63.66209476857951,5.0,42.84503064466553,2.0,55.88307281667994,,51.71952630229802,8.0,31.58470261501164,1.0,50.74776833672306,10.0,28.374458609122794,6.0,51.43699948486051,10.0,70.17411675158667,4.0,51.079099374586384,4.0,54.25119931109403,8.0,36.35444194127453,7.0,61.67204377904716,7.0,59.24565530378753,9.0,37.99078355779807,2.0,34.35900115226303,1.0,43.35316773598587
